1	3	6	-1	2810	102	0	20	0	1	200	0	200	-38	-124	0	0	0	0	1	0	1	0	-1	-1	0	0	1	0	0	1	0	0	4	5611	20	200	0	-48	1	1	0	µÛÍõÕ½ÈÐ
2	3	-1	-1	2727	0	0	20	0	1	200	0	200	18	41	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	4	5611	20	200	0	-48	1	1	0	ÓÄÁé·¨ÕÈ
3	3	6	-1	2800	2502	0	10	0	1	200	0	200	-32	-107	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	4	5611	20	200	0	-48	1	1	0	ÐþÚ¤µÀÈÐ
4	3	-1	-1	3020	0	0	15	0	1	200	0	200	-212	-192	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	4	5611	20	200	0	-48	1	1	0	Ììî¸Õ½ÈÐ
5	1	-1	-1	5320	0	0	15	0	1	200	0	200	-95	-124	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	4	5611	20	200	0	-48	1	1	0	°×»¢Õ½ÅÛ[Ê¥]
6	1	-1	-1	5335	0	0	15	0	1	200	0	200	-95	-122	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	4	5611	20	200	0	-48	1	1	0	°×»¢Õ½¼×[Ê¥]
7	3	-1	-1	2830	0	0	21	0	1	200	0	200	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	4	5611	20	200	0	-48	1	1	0	Ì°ÀÇ·¨ÕÈ
8	1	-1	-1	5350	0	0	15	0	1	200	0	200	-94	-123	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	4	5611	20	200	0	-48	1	1	0	ÖìÈ¸·¨ÅÛ[Ê¥]
9	1	-1	-1	5365	0	0	15	0	1	200	0	200	-94	-123	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	4	5611	20	200	0	-48	1	1	0	ÖìÈ¸·¨¼×[Ê¥]
10	1	-1	-1	5410	0	0	15	0	1	200	0	200	3	20	0	0	0	0	0	0	1	0	-1	-1	0	0	1	0	0	1	0	0	4	5611	20	200	0	-48	1	1	0	Çàî¸·ð³¾
